index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
104,IR_CARBAMATE_EXTENT,Percentage of sites for which carbamate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4564,PUBLISHED,Published,,2006.0,2006,,EUR,Europe,,TUR,2006,2006,Turkey,,Not tested/reported,,,,,,
105,IR_CARBAMATE_EXTENT,Percentage of sites for which carbamate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4564,PUBLISHED,Published,,2007.0,2007,,EUR,Europe,,TUR,2007,2007,Turkey,,Not tested/reported,,,,,,
106,IR_CARBAMATE_EXTENT,Percentage of sites for which carbamate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4564,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,Not tested/reported,,,,,,
107,IR_CARBAMATE_EXTENT,Percentage of sites for which carbamate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4564,PUBLISHED,Published,,2013.0,2013,,EUR,Europe,,TUR,2013,2013,Turkey,,Not tested/reported,,,,,,
108,IR_ORGANOCHLORINE_EXTENT,Percentage of sites for which organochlorine resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4563,PUBLISHED,Published,,2009.0,2009,,EUR,Europe,,TUR,2009,2009,Turkey,,Not tested/reported,,,,,,
109,IR_CARBAMATE_EXTENT,Percentage of sites for which carbamate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4564,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,Not tested/reported,,,,,,
110,IR_ORGANOCHLORINE_EXTENT,Percentage of sites for which organochlorine resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4563,PUBLISHED,Published,,2004.0,2004,,EUR,Europe,,TUR,2004,2004,Turkey,,Not tested/reported,,,,,,
111,IR_ORGANOCHLORINE_EXTENT,Percentage of sites for which organochlorine resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4563,PUBLISHED,Published,,2005.0,2005,,EUR,Europe,,TUR,2005,2005,Turkey,,Not tested/reported,,,,,,
112,IR_CARBAMATE_EXTENT,Percentage of sites for which carbamate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4564,PUBLISHED,Published,,2001.0,2001,,EUR,Europe,,TUR,2001,2001,Turkey,,Not tested/reported,,,,,,
113,IR_CARBAMATE_EXTENT,Percentage of sites for which carbamate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4564,PUBLISHED,Published,,2008.0,2008,,EUR,Europe,,TUR,2008,2008,Turkey,,Not tested/reported,,,,,,
114,IR_CARBAMATE_EXTENT,Percentage of sites for which carbamate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4564,PUBLISHED,Published,,2009.0,2009,,EUR,Europe,,TUR,2009,2009,Turkey,,Not tested/reported,,,,,,
115,IR_ORGANOPHOSPHATE_EXTENT,Percentage of sites for which organophosphate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4565,PUBLISHED,Published,,2001.0,2001,,EUR,Europe,,TUR,2001,2001,Turkey,,Not tested/reported,,,,,,
116,IR_ORGANOPHOSPHATE_EXTENT,Percentage of sites for which organophosphate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4565,PUBLISHED,Published,,2011.0,2011,,EUR,Europe,,TUR,2011,2011,Turkey,,Not tested/reported,,,,,,
117,IR_ORGANOPHOSPHATE_EXTENT,Percentage of sites for which organophosphate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4565,PUBLISHED,Published,,2006.0,2006,,EUR,Europe,,TUR,2006,2006,Turkey,,Not tested/reported,,,,,,
118,IR_ORGANOPHOSPHATE_EXTENT,Percentage of sites for which organophosphate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4565,PUBLISHED,Published,,2010.0,2010,,EUR,Europe,,TUR,2010,2010,Turkey,,Not tested/reported,,,,,,
119,IR_ORGANOPHOSPHATE_EXTENT,Percentage of sites for which organophosphate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4565,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,Not tested/reported,,,,,,
120,IR_ORGANOPHOSPHATE_EXTENT,Percentage of sites for which organophosphate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4565,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,Not tested/reported,,,,,,
121,IR_ORGANOPHOSPHATE_EXTENT,Percentage of sites for which organophosphate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4565,PUBLISHED,Published,,2004.0,2004,,EUR,Europe,,TUR,2004,2004,Turkey,,Not tested/reported,,,,,,
122,IR_ORGANOPHOSPHATE_EXTENT,Percentage of sites for which organophosphate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4565,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,Not tested/reported,,,,,,
123,IR_ORGANOPHOSPHATE_EXTENT,Percentage of sites for which organophosphate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4565,PUBLISHED,Published,,2000.0,2000,,EUR,Europe,,TUR,2000,2000,Turkey,,Not tested/reported,,,,,,
124,IR_ORGANOPHOSPHATE_EXTENT,Percentage of sites for which organophosphate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4565,PUBLISHED,Published,,2009.0,2009,,EUR,Europe,,TUR,2009,2009,Turkey,,Not tested/reported,,,,,,
125,IR_ORGANOPHOSPHATE_EXTENT,Percentage of sites for which organophosphate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4565,PUBLISHED,Published,,2005.0,2005,,EUR,Europe,,TUR,2005,2005,Turkey,,Not tested/reported,,,,,,
126,IR_ORGANOPHOSPHATE_EXTENT,Percentage of sites for which organophosphate resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4565,PUBLISHED,Published,,2013.0,2013,,EUR,Europe,,TUR,2013,2013,Turkey,,Not tested/reported,,,,,,
127,IR_CARBAMATE_PRESENCE,Carbamate resistance reported for at least one site,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4560,PUBLISHED,Published,,2014.0,2014,,EUR,Europe,,TUR,2014,2014,Turkey,, Not tested/reported,,,,,,
128,IR_INSECTICIDERESISTANCE_PREV,Number of insecticide classes to which resistance was reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4557,PUBLISHED,Published,,2014.0,2014,,EUR,Europe,,TUR,2014,2014,Turkey,, Not tested/reported,,,,,,
129,IR_ORGANOCHLORINE_PRESENCE,Organochlorine resistance reported for at least one site,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4559,PUBLISHED,Published,,2014.0,2014,,EUR,Europe,,TUR,2014,2014,Turkey,, Not tested/reported,,,,,,
130,IR_ORGANOPHOSPHATE_PRESENCE,Organophosphate resistance reported for at least one site,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4561,PUBLISHED,Published,,2014.0,2014,,EUR,Europe,,TUR,2014,2014,Turkey,, Not tested/reported,,,,,,
131,IR_PYRETHROID_PRESENCE,Pyrethroid resistance reported for at least one site,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4558,PUBLISHED,Published,,2014.0,2014,,EUR,Europe,,TUR,2014,2014,Turkey,, Not tested/reported,,,,,,
